name,address,postal
KWAN IM THONG HOOD CHO TEMPLE - NKF DIALYSIS CENTRE KOLAM AYER BRANCH,"43 BENDEMEER ROAD, #01-1018, Singapore 330043",330043
KWAN IM THONG HOOD CHO TEMPLE-NKF DIALYSIS CENTRE (SIMEI BRANCH),"101 SIMEI ST 1, #01-892, Singapore 520101",520101
KYM SURGERY,"CONNEXION 1 FARRER PARK STATION ROAD, #13-05/06, CONNEXION Singapore 217562",217562
L & H POLYCLINIC AND SURGERY,"59 LENGKOK BAHRU, #01-543, Singapore 150059",150059
L & L FAMILY MEDICINE CLINIC,"SIN MING PLAZA TOWER 2 6 SIN MING ROAD, #01-07, SIN MING PLAZA TOWER 2 Singapore 575585",575585
L C LIEN DENTAL CLINIC,"WHEELOCK PLACE 501 ORCHARD ROAD, #05-03, WHEELOCK PLACE Singapore 238880",238880
L N SIM CLINIC FOR WOMEN,"THOMSON MEDICAL CENTRE 339 THOMSON ROAD, #04-05, THOMSON MEDICAL CENTRE Singapore 307677",307677
L P CLINIC PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #05-01, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
L'VING VINE MEDICAL & WELLNESS CLINIC,"WEST COAST PLAZA 154 WEST COAST ROAD, #01-84/85, WEST COAST PLAZA Singapore 127371",127371
L20 DAY SURGERY,"THE PARAGON 290 ORCHARD ROAD, #20-07/08, THE PARAGON Singapore 238859",238859
LA CLINIC,"PARAGON 290 ORCHARD ROAD, #08-01/02, PARAGON Singapore 238859",238859
LAI ENDOSCOPY & COLORECTAL SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #05-06, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LAI MEDICAL CLINIC PTE LTD,"213 BT BATOK ST 21, #01-209, Singapore 650213",650213
LAKESIDE DENTIST PTE LTD,"342 JURONG EAST ST 31, #01-05, Singapore 600342",600342
LAKESIDE FAMILY MEDICINE CLINIC,"518A JURONG WEST STREET 52, #01-02, Singapore 641518",641518
LAM BABY & CHILD CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #06-03, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
LAM DENTAL SURGERY PTE LTD,"ORCHARD BUILDING 1 GRANGE ROAD, #10-01, ORCHARD BUILDING Singapore 239693",239693
LAN MEDICAL CLINIC & SURGERY,"308 CLEMENTI AVE 4, #01-345, Singapore 120308",120308
LANG EYE CENTRE,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #08-46/47, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
LAVENDER DENTAL SURGERY,"KITCHENER COMPLEX 808 FRENCH ROAD, #05-183, KITCHENER COMPLEX Singapore 200808",200808
LAVENDER MEDICAL CLINIC & SURGERY PTE LTD,"803 KING GEORGE'S AVENUE, #01-186, Singapore 200803",200803
LAZZ AESTHETIC & MEDICAL CLINIC,"STARS OF KOVAN 988 UPPER SERANGOON ROAD, #01-38, STARS OF KOVAN Singapore 534733",534733
LC CLINIC AESTHETICS,"(2ND FLOOR) 449 CLEMENTI AVENUE 3, #01-219, (2ND FLOOR) Singapore 120449",120449
LC CLINIC MEDICAL SURGERY AESTHETICS,"446 CLEMENTI AVENUE 3, #01-191, Singapore 120446",120446
LC LEE UROGYNAE CENTRE PTE LTD,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #10-56/57, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
LD HEART CLINIC,"GLENEAGLES HOSPITAL ANNEXE BLOCK 6A NAPIER ROAD, #03-37A, GLENEAGLES HOSPITAL ANNEXE BLOCK Singapore 258500",258500
LE CHAMP - NKF DIALYSIS CENTRE (BUKIT PANJANG BRANCH),"275 BANGKIT ROAD, #01-96, Singapore 670275",670275
LE CHAMP- NKF DIALYSIS CENTRE,"639 YISHUN STREET 61, #01-168, Singapore 760639",760639
LE MINT'S DENTAL CENTRE,160 EAST COAST ROAD Singapore 428867,428867
LE MINT'S DENTAL PRACTICE,"THE ADELPHI 1 COLEMAN STREET, #01-04, THE ADELPHI Singapore 179803",179803
LE MINT'S DENTAL SURGERY,"THE ADELPHI 1 COLEMAN STREET, #01-04, THE ADELPHI Singapore 179803",179803
LE MINT'S ORAL MAXILLOFACIAL SURGERY,"THE ADELPHI 1 COLEMAN STREET, #01-04, THE ADELPHI Singapore 179803",179803
LE PRIVATE CLINIC -MEDICAL AND LASER AESTHETICS-,"9 SCOTTS ROAD, #08-04, Singapore 228210",228210
LEE & KOH FAMILY CLINIC,"359 BUKIT BATOK ST 31, #01-389, Singapore 650359",650359
LEE & LEE (DENTAL SURGEONS) PTE LTD,"506 TAMPINES CENTRAL 1, #01-361 (LEVEL 2), Singapore 520506",520506
LEE & LEE (DENTAL SURGEONS) PTE. LTD.,"OCEAN FINANCIAL CENTRE 10 COLLYER QUAY, #03-05, OCEAN FINANCIAL CENTRE Singapore 049315",049315
LEE & ONG DENTAL SURGEONS,"18 TECK WHYE LANE, #01-97, Singapore 680018",680018
LEE & TAN FAMILY CLINIC AND SURGERY,"72 CIRCUIT RD, #01-03, Singapore 370072",370072
LEE CHUNG HORN DIABETES & ENDOCRINOLOGY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #09-17, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
LEE CLINIC,467C JOO CHIAT ROAD Singapore 427678,427678
LEE CLINIC & SURGERY,"333 KRETA AYER ROAD, #01-20, Singapore 080333",080333
LEE CLINIC AND SURGERY,"505 ANG MO KIO AVE 8, #01-2684, Singapore 560505",560505
LEE DENTAL PTE LTD,"123 BEDOK NORTH ST 2, #01-156, Singapore 460123",460123
LEE DENTAL SURGERY,"644 HOUGANG AVE 8, #01-275, Singapore 530644",530644
LEE DENTALCARE PTE. LTD.,"638 BUKIT BATOK CENTRAL, #01-28, Singapore 650638",650638
LEE DISPENSARY,"36 CHAI CHEE AVE, #01-159, Singapore 461036",461036
LEE FAMILY CLINIC PTE. LTD.,"GEK POH SHOPPING CENTRE 762 JURONG WEST STREET 75, #02-262, GEK POH SHOPPING CENTRE Singapore 640762",640762
LEE KIM EN NEUROLOGY PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #11-13/14/15, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LEE RESPIRATORY AND SLEEP CLINIC,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #08-27, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
LEE WOMEN'S CLINIC & SURGERY,"LUCKY PLAZA 304 ORCHARD ROAD, #06-33, LUCKY PLAZA Singapore 238863",238863
"LEONARD KOH DIABETES, THYROID & HORMONE PRACTICE","Gleneagles Medical Centre 6 Napier Road, #04-12, Gleneagles Medical Centre Singapore 258499",258499
LEONG CLINIC,"63B LENGKOK BAHRU, #01-366, Singapore 152063",152063
LEONG DENTAL SURGEONS PTE LTD,"ROYAL BROTHERS BUILDING 22 MALACCA STREET, #10-01, ROYAL BROTHERS BUILDING Singapore 048980",048980
LEONG HWA CHAN SI TEMPLE - NKF DIALYSIS CENTRE,"113 TECK WHYE LANE, #01-666, Singapore 680113",680113
LEONG KENG HONG ARTHRITIS AND MEDICAL CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #04-18, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
LER CLINIC & SURGERY,"835 TAMPINES ST 83, #01-10, Singapore 520835",520835
LESLIE KUEK PLASTIC SURGERY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #05-41, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
LESLIE TAY HEART SPECIALIST CLINIC,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #08-51, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
LEW FOUNDATION - NKF DIALYSIS CENTRE,"326 CLEMENTI AVENUE 5, #01-175, Singapore 120326",120326
LI DENTAL SURGERY / LI DENTAL CENTRE,"PARKLANE SHOPPING MALL 35 SELEGIE ROAD, #01-35/36, PARKLANE SHOPPING MALL Singapore 188307",188307
LI MAN KAY UROLOGY ASSOCIATES,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #08-36/37/38/39, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
LIAN CLINIC,"18 Marsiling Lane, #01-269, Singapore 730018",730018
LIANG CLINIC,"SIGLAP CENTRE 55 SIGLAP ROAD, #B1-15/16, SIGLAP CENTRE Singapore 455871",455871
LIAU KH SPECIALIST CLINIC,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #08-36/37/38/39, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
LIBERTY ORTHOPAEDIC CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #14-14, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LIEN CLINIC FOR WOMEN,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #05-03, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LIEW & KOH DENTAL SURGERY,"248 SIMEI ST 3, #01-104, Singapore 520248",520248
LIEW CLINIC,"LAGUNA PARK 5000G MARINE PARADE ROAD, #01-31, LAGUNA PARK Singapore 449290",449290
LIEW CLINIC & SURGERY,"116 BT MERAH VIEW, #01-223, Singapore 151116",151116
LIFE CARE CLINIC,"259 BUKIT PANJANG RING ROAD, #01-12, Singapore 671259",671259
LIFE DENTAL SURGERY,"726 ANG MO KIO AVENUE 6, #01-4162, Singapore 560726",560726
LIFE FAMILY CLINIC,"713 ANG MO KIO AVE 6, #01-4052, Singapore 560713",560713
LIFE MEDAESTHETIC CLINIC,"THE CENTRAL 6 EU TONG SEN STREET, #05-10, THE CENTRAL Singapore 059817",059817
LIFE SPRING MEDICAL CLINIC,"825 TAMPINES STREET 81, #01-56, Singapore 520825",520825
LIFE-LINK CLINIC & SURGERY,"446 PASIR RIS DR 6, #01-120, Singapore 510446",510446
LIFECARE FAMILY CLINIC,"GREENRIDGE SHOPPING CENTRE 524A JELAPANG ROAD, #02-15, GREENRIDGE SHOPPING CENTRE Singapore 671524",671524
LIFECARE FAMILY CLINIC & SURGERY,"102 YISHUN AVE 5, #01-133, Singapore 760102",760102
LIFECARE MEDICAL CENTRE,"36 CIRCUIT ROAD, #01-416, Singapore 370036",370036
LIFELINE BISHAN MEDICAL CLINIC,"501 BISHAN ST 11, #01-376, Singapore 570501",570501
LIFELINE BUKIT PANJANG MEDICAL CLINIC,"103 GANGSA ROAD, #01-37, Singapore 670103",670103
LIFELINE HEART CENTRE,"CONNEXION 1 FARRER PARK STATION ROAD, #15-08, CONNEXION Singapore 217562",217562
LIFELINE MEDICAL CENTRE,"710 CLEMENTI WEST ST 2, #01-261, Singapore 120710",120710
LIFELINE MEDICAL GROUP,"RIVERVALE PLAZA 118 RIVERVALE DRIVE, #02-18, RIVERVALE PLAZA Singapore 540118",540118
LIFELINE NEIGHBOURHOOD MEDICAL CLINIC,"280 BUKIT BATOK EAST AVE 3, #01-333, Singapore 650280",650280
LIFELINE PUNGGOL MEDICAL CLINIC PTE LTD,"198 PUNGGOL FIELD, #02-03, Singapore 820198",820198
LIFELINE YISHUN RING MEDICAL CLINIC,"846 YISHUN RING ROAD, #01-3615, Singapore 760846",760846
LIFELINK SN CLINIC & SURGERY,"153 Serangoon North Avenue 1, #01-534, Singapore 550153",550153
LIFESCAN IMAGING,"NOVENA MEDICAL CENTER 10 SINARAN DRIVE, #08-02/04, NOVENA MEDICAL CENTER Singapore 307506",307506
LIFESCAN MEDICAL CENTRE,"PARAGON 290 ORCHARD ROAD, #07-18 to 20, PARAGON Singapore 238859",238859
LILY AW PASIR RIS FAMILY CLINIC & SURGERY,"446 PASIR RIS DR 6, #01-116, Singapore 510446",510446
LILY NEO CLINIC PTE LTD,"ROYAL SQUARE MEDICAL SUITES @ NOVENA 101 IRRAWADDY ROAD, #21-09, ROYAL SQUARE MEDICAL SUITES @ NOVENA Singapore 329565",329565
LIM CLINIC,"446 ANG MO KIO AVE10, #01-1663, Singapore 560446",560446
LIM CLINIC & SURGERY,"20 CHAI CHEE ROAD, #01-418/420, Singapore 461020",461020
LIM COUNTRY CLINIC,"208 HOUGANG ST 21, #01-207, Singapore 530208",530208
LIM DENTAL SURGERY,"537 BEDOK NORTH ST 3, #01-563, Singapore 460537",460537
"LIM EAR, NOSE & THROAT SURGERY","GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #08-17, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
LIM ING HAAN CARDIOLOGY PTE LTD,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #04-02, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LIM ING RUEN ENT CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #04-02, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LIM JIT FONG COLORECTAL CENTRE,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #09-09, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
LIM MEDICAL CLINIC,"320 CLEMENTI AVE 4, #01-29, Singapore 120320",120320
LIM'S DENTIST,"2 LOR LEW LIAN, #01-32, Singapore 531002",531002
LIMB SALVAGE AND REVISION ARTHROPLASTY SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #13-07, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LIN & SONS CLINIC & SURGERY PTE LTD,"18 TECK WHYE LANE, #01-97, Singapore 680018",680018
LINC AESTHETIC CLINIC PTE LTD,"LIAT TOWERS 541 ORCHARD ROAD, #21-01/02, LIAT TOWERS Singapore 238881",238881
LISA WONG WOMEN & GYNAE ONCOLOGY CENTRE,"MT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #12-17, MT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LITTLE CROSS FAMILY CLINIC PTE LTD,"929 Tampines St 91, #01-445, Singapore 520929",520929
LIVERPOOL DENTAL CARE,"704 ANG MO KIO AVENUE 8, #01-2545, Singapore 560704",560704
LIVEWELL MEDICAL FAMILY CLINIC,"ZHONGSHAN MALL 20 AH HOOD ROAD, #01-08, ZHONGSHAN MALL Singapore 329984",329984
LIVING EFFECTIVELY CLINIC FOR PSYCHOTHERAPY (A PSYCHOLOGICAL MEDICINE CLINIC),"CONNEXION 1 FARRER PARK STATION ROAD, #11-17/18, CONNEXION Singapore 217562",217562
LIVINGSTONE CARDIOLOGY,"CONNEXION 1 FARRER PARK STATION ROAD, #15-05, CONNEXION Singapore 217562",217562
LIVINGSTONE CARDIOLOGY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #14-13, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
"LIVINGSTONE ENDOCRINE, DIABETES AND THYROID CLINIC","MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #14-13, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LKCMEDICINE HEALTH SCREENING CENTRE,"Clinical Sciences Building, LKCMedicine 11 MANDALAY ROAD, #18-01, Clinical Sciences Building, LKCMedicine Singapore 308232",308232
LL CHEONG SKIN & LASER CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #09-09, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LLOYDS MEDICAL GROUP,"WISMA ATRIA 435 ORCHARD ROAD, #19-04, WISMA ATRIA Singapore 238877",238877
LM LUNG SPECIALIST CLINIC,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #10-28/29, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
LO & LEE CLINIC & SURGERY,"134 LORONG AH SOO, #01-462, Singapore 530134",530134
LOGOS DENTAL SURGERY,"66 Kallang Bahru, #01-501, Singapore 330066",330066
LOH CLINIC,"45 SIMS DR, #01-166, Singapore 380045",380045
LOH DENTAL SURGERY,"146 POTONG PASIR AVE 1, #01-139, Singapore 350146",350146
"LOH KEH CHUAN DIABETES, THYROID & HORMONE CLINIC","MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #10-05, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LOI+WONG CLINIC & SURGERY,"492 JURONG WEST ST 41, #01-08, Singapore 640492",640492
LOK DENTIST,"KRETA AYER HEIGHTS 333 KRETA AYER ROAD, #03-24, KRETA AYER HEIGHTS Singapore 080333",080333
LOKE SKIN CLINIC,"NOVENA MEDICAL CENTER, SQUARE 2 10 SINARAN DRIVE, #09-13, NOVENA MEDICAL CENTER, SQUARE 2 Singapore 307506",307506
LONDON (MH) CLINIC & SURGERY,"104 HOUGANG AVE 1, #01-1123, Singapore 530104",530104
LONDON DENTAL CARE - IMPLANT CENTRE,"MARINE PARADE PROMENADE 83 MARINE PARADE CENTRAL, #01-572, MARINE PARADE PROMENADE Singapore 440083",440083
LOOI SURGERY PTE LTD,"102 TOWNER ROAD, #01-254, Singapore 322102",322102
LOW & LEE CLINIC & SURGERY,"55 CHAI CHEE DR, #01-202, Singapore 460055",460055
LOW CARDIOLOGY CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #11-05/06, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LOW MEDICAL CLINIC,"67 KALLANG BAHRU, #01-447, Singapore 330067",330067
LOW SURGICAL CLINIC,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #07-04, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
LOYANG MEDICAL CENTRE,"25A LOYANG CRESCENT, #01-01, Singapore 506816",506816
LQ DENTAL,"NOVENA MEDICAL CENTRE SQUARE 2 10 SINARAN DRIVE, #11-20/21, NOVENA MEDICAL CENTRE SQUARE 2 Singapore 307506",307506
LS AESTHETIC CLINIC PTD,"WISMA ATRIA 435 ORCHARD ROAD, #10-04, WISMA ATRIA Singapore 238877",238877
LSC EYE CLINIC,"PARAGON MEDICAL 290 ORCHARD ROAD, #16-01/02, PARAGON MEDICAL Singapore 238859",238859
LUA CLINIC & SURGERY,"350 UBI AVE 1, #01-941, Singapore 400350",400350
LUI CENTRE FOR ARTHRITIS & RHEUMATOLOGY,"GLENEAGLES MEDICAL CENTRE 6 NAPIER ROAD, #03-11, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
LUKE TAN ENT- HEAD & NECK- SINUS AND THYROID SURGERY CENTRE,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #14-17, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LUM CLINIC & SURGERY,"109 BUKIT PURMEI RD, #01-149, Singapore 090109",090109
LUMINOUS DENTAL CLINIC @ 201D TAMPINES,"201D TAMPINES STREET 21, #01-1139, Singapore 524201",524201
LUMINOUS DENTAL CLINIC @ 821 TAMPINES,"821 TAMPINES STREET 81, #01-226, Singapore 520821",520821
LUMINOUS DENTAL CLINIC @ BEDOK POINT,"BEDOK POINT 799 NEW UPPER CHANGI ROAD, #03-27, BEDOK POINT Singapore 467351",467351
LUMINOUS DENTAL CLINIC @ BEDOK SOUTH,"18 BEDOK SOUTH ROAD, #01-71, Singapore 460018",460018
LUMINOUS DENTAL CLINIC @ CHAI CHEE,"26A CHAI CHEE ROAD, #01-389, Singapore 461026",461026
LUMINOUS DENTAL CLINIC @ HOUGANG,"684 HOUGANG AVENUE 8, #01-959, Singapore 530684",530684
LUMINOUS DENTAL CLINIC @ NEW UPPER CHANGI,"59 NEW UPPER CHANGI ROAD, #01-1234, Singapore 461059",461059
LUMINOUS DENTAL CLINIC @ TAMPINES,"827 TAMPINES STREET 81, #01-142, Singapore 520827",520827
LUMINOUS DENTAL CLINIC @ TAMPINES PLAZA,"TAMPINES PLAZA 5 TAMPINES CENTRAL 1, #01-01, TAMPINES PLAZA Singapore 529541",529541
LUMINOUS DENTAL CLINIC @ YISHUN,"NORTHPOINT CITY 1 NORTHPOINT DRIVE, #02-150, NORTHPOINT CITY Singapore 768019",768019
LUSUMU FAMILY CLINIC,"530 Bedok North St 3, #01-638, Singapore 460530",460530
LUX MEDICAL AESTHETIC CLINIC,"THE CATHAY 2 HANDY ROAD, #02-09, THE CATHAY Singapore 229233",229233
LU_ALLY DENTAL SURGERY,"RAFFLES CITY TOWER 250 NORTH BRIDGE ROAD, #05-04, RAFFLES CITY TOWER Singapore 179101",179101
LYEN CHILDREN'S CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #09-04, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LYNNE LIM EAR NOSE THROAT & HEARING CENTRE (CHILD & ADULT),"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #17-07, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
LYNNE LIM EAR NOSE THROAT AND HEARING CENTRE (CHILD & ADULT),"CONNEXION 1 FARRER PARK STATION ROAD, #15-02, CONNEXION Singapore 217562",217562
M AESTHETIC CLINIC,"SQUARE 2 10 SINARAN DRIVE, #11-07/08, SQUARE 2 Singapore 307506",307506
M C TONG CARDIOTHORACIC SURGERY CENTRE,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #17-11, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
M DENTAL (PASIR RIS) PTE LTD,"PASIR RIS WEST PLAZA 735 PASIR RIS STREET 72, #02-326, PASIR RIS WEST PLAZA Singapore 510735",510735
M K DENTAL SURGERY,"305 UBI AVE 1, #01-181, Singapore 400305",400305
M K THAM MEDICAL & RESPIRATORY CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #13-18, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
M LAM CLINIC,739 GEYLANG ROAD Singapore 389649,389649
M MEDICAL CLINIC,"681 RACE COURSE ROAD, #01-309, Singapore 210681",210681
M P NG PAEDIATRIC & CARDIOLOGY CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #11-03, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
M Y NEUROLOGY & MEDICAL CLINIC,"MOUNT ELIZABETH MEDICAL CENTRE 3 MT ELIZABETH, #10-01, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
MACPHERSON MEDICAL CLINIC,"78 CIRCUIT ROAD, #01-488, Singapore 370078",370078
MADELIENE GUNARATNAM DENTAL SURGERY,"TANGLIN SHOPPING CENTRE 19 TANGLIN ROAD, #06-38/39, TANGLIN SHOPPING CENTRE Singapore 247909",247909
MAI PHA MEDICAL CLINIC PTE LTD,"428 JURONG WEST AVENUE 1, #01-244, Singapore 640428",640428
MAK HEART CLINIC,"Gleneagles Medical Centre 6 Napier Road, #08-13, Gleneagles Medical Centre Singapore 258499",258499
MAKE-WELL FAMILY CLINIC & SURGERY,"70 LORONG 4 TOA PAYOH, #01-351, Singapore 310070",310070
MALLIKA'S CLINIC FOR HAIR AND SKIN,"GLENEAGLES MEDICAL CENTRE 6 NAPIER RD, #03-19, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
MAMMOCARE,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #06-21, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
MAMMOCARE THE BREAST CLINIC & SURGERY,"MOUNT ELIZABETH MEDICAL CENTRE 3 MOUNT ELIZABETH, #11-02, MOUNT ELIZABETH MEDICAL CENTRE Singapore 228510",228510
MANCHESTER DENTAL CARE,"631 BEDOK RESERVOIR ROAD, #01-946, Singapore 470631",470631
MANDARIN DENTAL CENTRE PTE LTD,"161 BUKIT MERAH CENTRAL, #01-3741, Singapore 150161",150161
MANDARIN MEDICAL & DENTAL CENTRE,66 JALAN JURONG KECHIL Singapore 598586,598586
MANDARIN MEDICAL CENTRE,JK BUILDING 66 JLN JURONG KECHIL JK BUILDING Singapore 598586,598586
MANHATTAN MEDICAL CENTRE,"MANHATTAN HOUSE 151 CHIN SWEE ROAD, #01-10/11/12, MANHATTAN HOUSE Singapore 169876",169876
MAO MEDICAL CENTRE & SURGERY PTE LTD,"149 SILAT AVENUE, #01-54, Singapore 160149",160149
MARILYN LEE ENDOCRINE & MEDICAL CLINIC,"Mount Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #06-51/52, Mount Elizabeth Novena Specialist Centre Singapore 329563",329563
MARINA BAY DENTAL,"MARINA BAY LINK MALL 8A MARINA BOULEVARD, #B2-21, MARINA BAY LINK MALL Singapore 018984",018984
MARINA MEDICAL CENTRE (TIONG BAHRU),"78 GUAN CHUAN ST, #01-39, Singapore 160078",160078
MARINE PARADE CLINIC,"59 MARINE TERRACE, #01-81, Singapore 440059",440059
MARINE TERRACE FAMILY CLINIC,"57 MARINE TERRACE, #01-129, Singapore 440057",440057
MARITIME DENTAL SURGERY PTE LTD,"MARITIME HOUSE 120 CANTONMENT ROAD, #02-04, MARITIME HOUSE Singapore 089760",089760
MARITIME MEDICAL CENTRE,"MARITIME HOUSE 120 CANTONMENT ROAD, #02-02/04 TO 05, MARITIME HOUSE Singapore 089760",089760
MARK LOH PAEDIATRICS,"Mt Elizabeth Novena Specialist Centre 38 IRRAWADDY ROAD, #05-33, Mt Elizabeth Novena Specialist Centre Singapore 329563",329563
MARK WONG SURGERY,"MOUNT ELIZABETH NOVENA HOSPITAL SPECIALIST CE 38 IRRAWADDY ROAD, #08-31, MOUNT ELIZABETH NOVENA HOSPITAL SPECIALIST CE Singapore 329563",329563
MARSILING CLINIC & SURGERY,"131 MARSILING RISE, #01-186, Singapore 730131",730131
MARTIN MEDICAL CENTRE,"111 WOODLANDS ST 13, #01-80, Singapore 730111",730111
MARY MEDICAL CLINIC AND SURGERY,"252 JURONG EAST STREET 24, #01-157, Singapore 600252",600252
MARY YANG CLINIC FOR WOMEN AND ADOLESCENTS PTE LTD,"GLENEAGLES MEDICAL CENTRE NAPIER ROAD, #08-09, GLENEAGLES MEDICAL CENTRE Singapore 258499",258499
MATERNITY & GYNAECOLOGICAL CLINIC,"MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D 820 THOMSON ROAD, #06-53, MOUNT ALVERNIA HOSPITAL MEDICAL CENTRE D Singapore 574623",574623
MAURICE CHEW CLINIC & SURGERY,"BEAUTY WORLD CENTRE 144 UPPER BUKIT TIMAH RD, #03-05, BEAUTY WORLD CENTRE Singapore 588177",588177
MAURICE CHOO CLINIC,"CONNEXION 1 FARRER PARK STATION ROAD, #07-07/08, CONNEXION Singapore 217562",217562
MAURINE TSAKOK CLINIC,"CAMDEN MEDICAL CENTRE 1 ORCHARD BOULEVARD, #03-01, CAMDEN MEDICAL CENTRE Singapore 248649",248649
MAVEN SURGERY,"MOUNT ELIZABETH NOVENA SPECIALIST CENTRE 38 IRRAWADDY ROAD, #07-49, MOUNT ELIZABETH NOVENA SPECIALIST CENTRE Singapore 329563",329563
MAY MEDICAL CLINIC & SURGERY PTE LTD,"41 HOLLAND DRIVE, #01-19, Singapore 270041",270041
MAYFAIR MEDICAL CLINIC,"182 WOODLANDS STREET 13, #01-04, Singapore 730182",730182
